,text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates,tweet_sentiment
153,@RoyalCaribbean so sad to hear about the illness on the Grandeur. Hope all staff and crew are doing okay!,562400102296616962,R5s_Franta,2015-02-03 00:00:07+00:00,0,0,,neutral
154,“@RoyalCaribbean: Our end zone. ” #ForestLakeTravel,562389769725169664,ForestLkTravel,2015-02-02 23:19:04+00:00,0,0,,neutral
155,@RoyalCaribbean booked my cruise finally yay!!! can't wait to celebrate anniversary and my birthday on the mighty oasis :),562380930946707456,ShettyNiranjan,2015-02-02 22:43:57+00:00,0,1,,positive
156,@RoyalCaribbean @AllyJ3nkins what if we don't want to keep the same dinning party? We booked cause of the new dynamic dinning.,562374514836008960,iaincooper1970,2015-02-02 22:18:27+00:00,0,0,,negative
157,@RoyalCaribbean by 'classic' you mean like the usual ships? Like independence of the seas? I thought the quantum class was a whole new way?,562373547298131969,AllyJ3nkins,2015-02-02 22:14:36+00:00,0,0,,negative
158,@RoyalCaribbean is looking for a Digital Media Specialist. Search the Job Id: 45096 on #HireACane to apply today!,562370127224532992,Toppel,2015-02-02 22:01:01+00:00,0,0,,neutral
159,"@RoyalCaribbean my cruise isn't until mid April, but I'm ready now!!!",562369271503020032,Nana92597,2015-02-02 21:57:37+00:00,0,0,,positive
160,@RoyalCaribbean this is what I am sitting in. I would love that view right now.,562366393044439043,ricktastic76,2015-02-02 21:46:11+00:00,0,1,,positive
161,@RoyalCaribbean How about St Martin? I'm here right now and it's over 80°. I #SXM!,562363654318747651,TheKarenT,2015-02-02 21:35:18+00:00,0,1,,neutral
162,@RoyalCaribbean just back from western Caribbean cruise on the independence &amp; its freezing here in uk :( will have 2 book another one soon:),562359205752209409,LindaMaryWoods,2015-02-02 21:17:37+00:00,0,0,,positive
163,@RoyalCaribbean omg! I want that! Actually no need it! :P,562356144908546048,Zafira_93,2015-02-02 21:05:27+00:00,0,0,,positive
164,"@RoyalCaribbean Jerome Sueur? I've been researching him, I hope he'll be as good as Dave was on the Oasis! He rocked! Thank you so much!",562350956537331712,mc99_kevin,2015-02-02 20:44:50+00:00,0,1,,positive
165,@RoyalCaribbean any cruises planned from Honolulu to Aust in May 16? Nothing on ur website!,562342989721128962,johnskinner_1,2015-02-02 20:13:11+00:00,0,0,,negative
166,@RoyalCaribbean Thanks! We had a great cruise! Our cruise director Marc Walker was great! #bingbong,562342485771706368,JonathanESmith,2015-02-02 20:11:11+00:00,0,1,,positive
167,@RoyalCaribbean Thanks,562340003649695745,costa_leanne,2015-02-02 20:01:19+00:00,0,0,,positive
168,@RoyalCaribbean hi is food included in the price pls? Thanks,562338781643427840,costa_leanne,2015-02-02 19:56:27+00:00,0,0,,neutral
169,@RoyalCaribbean Great show! :),562332552682557440,Mousesteps,2015-02-02 19:31:42+00:00,0,0,,positive
170,@RoyalCaribbean do Royal Caribbean take on interns?,562317151131148289,_KatyStanley,2015-02-02 18:30:30+00:00,0,0,,neutral
171,@RoyalCaribbean is it true dynamic dining will be scrapped on #AnthemoftheSeas? I sincerely hope not!!!,562308174007762947,AllyJ3nkins,2015-02-02 17:54:50+00:00,0,0,,negative
172,"@RoyalCaribbean The Majesty of the Seas may be old, but she still looks good! Took these last week while onboard :-)",562303696256913408,paulcjones1977,2015-02-02 17:37:02+00:00,1,4,,positive
173,"@RoyalCaribbean @RoyalCaribPR Hello, Tax Returns! :o) Goodbye, Tax Returns! :o( The Sea Is Calling #FreedomOfTheSeas #LoyalToRoyal",562297174101614592,Allure10086,2015-02-02 17:11:07+00:00,0,2,,positive
174,@RoyalCaribbean CEO announced new dining format for #AnthemOfTheSeas http://www.royalcaribbeanblog.com/2015/01/31/royal-caribbean-will-adopt-new-rotational-dining-program-anthem-of-the-seas #cruise,562286110110650370,Allure_OTS,2015-02-02 16:27:10+00:00,0,0,,neutral
175,"@RoyalCaribbean had a terrible time onboard Grandeur of the Seas, felt like I was incarcerated on your ship, staff was unprofessional",562285871484133376,ChrisMcNeall,2015-02-02 16:26:13+00:00,0,0,,negative
176,“@RoyalCaribbean: Our end zone. ” // I miss my Adventure Ocean Youth Staff days. Is Charly McDonald still around?,562263603638591489,HotDogOKC,2015-02-02 14:57:44+00:00,0,1,,neutral
177,@RoyalCaribbean do you have an alternative UK number as this doesn't work?,562253079471738883,ESTGym,2015-02-02 14:15:54+00:00,0,0,,negative
178,@RoyalCaribbean I sent you a DM as you requested two days ago but no one has contacted me. Can someone please assist me?,562231786273800192,Mitt72,2015-02-02 12:51:18+00:00,0,0,,negative
179,@RoyalCaribbean Already booked ,562219016404869120,Hawk546nj,2015-02-02 12:00:33+00:00,0,0,,positive
180,@RoyalCaribbean Thank You #QuantumoftheSeas IT WAS A GREAT TIME!,562199185982619649,Hawk546nj,2015-02-02 10:41:45+00:00,0,0,,positive
181,@RoyalCaribbean I am surprised and shocked that you are not offering the free drinks and gratuities as advertised to existing bookings,562173996062367744,sanders1_james,2015-02-02 09:01:40+00:00,0,0,,negative
182,"@royalcaribbean #NavigatorOfTheSeas #cruise, #TabyanaBeach #Honduras #StarfishIsland #Belize and… http://instagram.com/p/ylir8rFKhP/",562116132531101696,RyanAAndre,2015-02-02 05:11:44+00:00,0,2,,neutral
183,@RoyalCaribbean PLEASE HELP &amp; SHARE:ATL Ronnie Sands Fund for Electrocution on Selma http://www.gofundme.com/ronniesfund #setlighting #filmindustry #film,562070190582534144,ClassyKellyAtl,2015-02-02 02:09:10+00:00,0,0,,neutral
184,@RoyalCaribbean thank you very much for All! Was awesome! The best honey moon with @Cxbxs,562068757409837057,siljaquep,2015-02-02 02:03:29+00:00,0,1,,positive
185,@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas with Katie Missy and Lenny #ROYALWOW,562058564819107842,Hawk546nj,2015-02-02 01:22:59+00:00,0,0,,positive
186,@RoyalCaribbean we will be sailing with you this May...can't wait!,562054988172517376,tonettaclay,2015-02-02 01:08:46+00:00,0,0,,positive
187,@RoyalCaribbean having so much fun I'm booked on #AnthemoftheSeas for 2016! ,562051368609779712,Hawk546nj,2015-02-02 00:54:23+00:00,0,0,,positive
188,@RoyalCaribbean I have to go outand get the #SuperBowl pizza! Thank Goodness1 Floor down @Sorrentos TY Valrie,562044279044849664,Hawk546nj,2015-02-02 00:26:13+00:00,0,0,,neutral
189,@RoyalCaribbean Q: What is the worst time to tweet a contreversial tweet like this? A: The middle of the Super Bowl.,562038409213280257,wallyboag,2015-02-02 00:02:53+00:00,0,0,,negative
190,"@RoyalCaribbean You just tweeted this to ALL your followers, @RoyalCaribbean. FYI.",562038221270700033,SamBDKing,2015-02-02 00:02:08+00:00,0,0,,negative
191,@RoyalCaribbean came quick with a response to that Carnival commercial. #clapbackseason,562038149397098496,CupcakesndHeels,2015-02-02 00:01:51+00:00,0,0,,neutral
192,@RoyalCaribbean Allure of the Sea - enjoyed dining onboard.,562036322744172544,AzeezShabana,2015-02-01 23:54:36+00:00,0,1,,positive
193,@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas in the Music Hall on The BIGGEST TV I've ever seen! #ROYALWOW WOW,562032715872993280,Hawk546nj,2015-02-01 23:40:16+00:00,1,2,,positive
194,@RoyalCaribbean the sun and fun on the ship. Also interested to see what kids programs you have for my 15 year old and 12 year old,562030689613127680,jlw3867,2015-02-01 23:32:13+00:00,0,0,,neutral
195,@RoyalCaribbean June 14th of Freedom!!,562028102097051649,dsteding,2015-02-01 23:21:56+00:00,0,0,,positive
196,@RoyalCaribbean Royal Caribbean cruises are the best vacation ever! #LoveOasis &lt;3,562020807158013952,bayrngrl,2015-02-01 22:52:56+00:00,0,1,,positive
197,"@RoyalCaribbean now THAT is an end zone I can ""get on board with"". Get it? Ha ha",562017950589550592,eremington1,2015-02-01 22:41:35+00:00,0,0,,positive
198,@RoyalCaribbean less than two weeks til I'm on the oasis of the seas! Can't wait!!,562016682299097088,bextp84,2015-02-01 22:36:33+00:00,0,1,,positive
199,@RoyalCaribbean do you know who the cruise director is going to be for the March 8th sailing of the Allure of the Seas? Thank you!,562002930992439296,mc99_kevin,2015-02-01 21:41:54+00:00,0,0,,neutral
200,“@RoyalCaribbean: Our end zone. ” can't wait to cruise again it's Amazing,562000930757812224,Babijenn22,2015-02-01 21:33:58+00:00,0,0,,positive
201,@RoyalCaribbean Oasis of the Seas! Excellent trip Eastern Caribbean 12/13/2014..we are going again!..,561997937287262208,jeffery_harlan,2015-02-01 21:22:04+00:00,0,1,,positive
202,@RoyalCaribbean I miss the unlimited pork curry in the Windjammer Buffet! :(,561997264709615616,xCameronLee,2015-02-01 21:19:23+00:00,0,0,,negative
203,“@RoyalCaribbean: Our end zone. ” Sitting there on Thanksgiving day was PRICELESS!!!!,561996450767593472,dsteding,2015-02-01 21:16:09+00:00,0,0,,positive
204,"“@RoyalCaribbean: Our end zone. "" I want to be on there so badly ",561995799069220868,_sydneypatton_,2015-02-01 21:13:34+00:00,0,2,,positive
205,@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas #270Lounge #royalwow SWEEEEEEEEET!,561995679044616192,Hawk546nj,2015-02-01 21:13:05+00:00,0,0,,positive
206,@RoyalCaribbean well-played ,561995604185055232,travelwithrandy,2015-02-01 21:12:48+00:00,0,0,,positive
207,@RoyalCaribbean do you know which show will be shown on Explorer Of The Seas this summer please? ,561995393576480768,iamlaurenpaigee,2015-02-01 21:11:57+00:00,0,0,,neutral
208,@RoyalCaribbean october 8 !,561994799906295808,Geoffrey1988,2015-02-01 21:09:36+00:00,0,0,,neutral
209,"@RoyalCaribbean Dat aft, tho.",561994426621648896,justinbeveridge,2015-02-01 21:08:07+00:00,0,0,,neutral
210,MT @RoyalCaribbean: Our end zone.,561993794556813312,cupamanatea,2015-02-01 21:05:36+00:00,0,0,,neutral
211,@RoyalCaribbean 3 weeks today!!,561993673454665728,8soup,2015-02-01 21:05:07+00:00,0,0,,positive
212,@RoyalCaribbean Oasis was my first cruise! First class all the way!,561993413826842624,jackiedisneyqu1,2015-02-01 21:04:05+00:00,0,0,,positive
213,"@RoyalCaribbean RCI, the best cruise ship line ever!",561993382407323648,gharleydude,2015-02-01 21:03:58+00:00,1,1,,positive
214,@RoyalCaribbean I love this ship.,561993130862706688,IsseiLacie,2015-02-01 21:02:58+00:00,0,1,,positive
215,@RoyalCaribbean This is the #DangerZone :) Beautifful view. ;),561992837710217217,Billy_Fitness,2015-02-01 21:01:48+00:00,0,0,,positive
216,@RoyalCaribbean going on 2 hrs on hold with 5+ reps because your 1 yr old website sucks. We'd love to spend more but can't. Plz help,561980367570497537,mpg2719,2015-02-01 20:12:15+00:00,0,0,,negative
217,@RoyalCaribbean Enjoy my latest video showing beautiful aerial views from a drone over Puerto Rico!,561962920515760128,hinklecolin,2015-02-01 19:02:55+00:00,0,0,,positive
218,@RoyalCaribbean 1st cruise ever. Navigator of the Seas is beautiful!,561958850572472321,MakHilton,2015-02-01 18:46:45+00:00,0,0,,positive
219,@RoyalCaribbean ...heard it all before! Please re-read the tweets I have sent so far (including a DM) and feel free to call me...!,561934532157648896,WideSSJ,2015-02-01 17:10:07+00:00,0,0,,negative
220,". @RoyalCaribbean because they know that w/o that sponsor, that driver and team wouldn't be racing, fulfilling a lifelong dream.",561931104995663872,perfface4radio,2015-02-01 16:56:30+00:00,0,0,,neutral
221,". @RoyalCaribbean but, many support companies and feel positive about companies that sponsor teams / drivers..",561931013551427584,perfface4radio,2015-02-01 16:56:08+00:00,0,0,,neutral
222,. @RoyalCaribbean many people block accounts that spam their Twitter feed....,561930901920051200,perfface4radio,2015-02-01 16:55:41+00:00,0,0,,negative
223,". @RoyalCaribbean rather than spending cash on promoted tweets, have you considered sponsoring a race team / driver?",561930778938855424,perfface4radio,2015-02-01 16:55:12+00:00,0,0,,neutral
224,"@RoyalCaribbean people stuck in North Star, engineers have no clue how to let people out. People been there for 1hr",561923847792775168,jgoga,2015-02-01 16:27:40+00:00,0,1,,negative
225,"@RoyalCaribbean escape route from inside the North Star, engineering at its best",561922241059778560,jgoga,2015-02-01 16:21:16+00:00,0,0,,neutral
226,@RoyalCaribbean quantum of the seas North Star gets stuck,561921942765043712,jgoga,2015-02-01 16:20:05+00:00,0,0,,negative
227,@RoyalCaribbean @RoyalCaribPR just enrolled in C&amp;A society. Joining Quantum at end of March from Jersey CI home to @satellites_ Can't wait!!,561918491977330688,Mighty_Bouch,2015-02-01 16:06:23+00:00,0,0,,positive
228,"@RoyalCaribbean We need a free cruise for our Wedding Anniversary 02/14 We are in Garland, Texas",561889375446126592,Shrthomas,2015-02-01 14:10:41+00:00,0,0,,neutral
229,"@RoyalCaribbean is having a 2 day sale, sale ends today, contact @TammiBrant",561883001739825152,TammiBrant,2015-02-01 13:45:21+00:00,0,0,,positive
230,Thank you so much @RoyalCaribbean for the incredible experience! Ready for the 7 day #FreedomOfTheSeas,561882360892104704,lisasamples,2015-02-01 13:42:48+00:00,2,2,,positive
231,Amazing job on #freedomoftheseas Thanks RCCL! “@RoyalCaribbean: @cruisebrett See you soon! We can't wait to show you around the ship.”,561882103944851456,cruisebrett,2015-02-01 13:41:47+00:00,0,0,,positive
232,@RoyalCaribbean We've done our research and the kids have RC in the running for our first cruise #guthriefamilyadventure #familytravel,561864318443331584,Sherriemae23,2015-02-01 12:31:07+00:00,0,1,,positive
233,@RoyalCaribbean pls can someone from cust serv contact me. RCI messed up our booking and now won't sort. Gonna hv to cancel if can't sort ,561850200176996353,DeniseManoff,2015-02-01 11:35:01+00:00,0,0,,negative
234,@RoyalCaribbean stop by Gallery St. Thomas in Palm Passage for local art if u visit St. Thomas #art,561842575423070210,GalleryStThomas,2015-02-01 11:04:43+00:00,0,1,,neutral
235,@RoyalCaribbean Thanks.,561833841170456576,jerrysan52,2015-02-01 10:30:00+00:00,0,0,,positive
236,@RoyalCaribbean when will we hear more about oasis 3?,561813574906298368,realadammcohen,2015-02-01 09:09:28+00:00,0,0,,neutral
237,"@RoyalCaribbean Grand Cayman, Jamaica and Haiti :) we are very excited!",561803875737669632,xtinaa82,2015-02-01 08:30:56+00:00,0,0,,positive
238,@RoyalCaribbean Me too. Do sail out of Galveston much?,561758721550737408,jerrysan52,2015-02-01 05:31:30+00:00,0,0,,neutral
239,@RoyalCaribbean @TrionaHenderson Can't make this one but I am following you now for future sales.,561754861423714304,jerrysan52,2015-02-01 05:16:10+00:00,0,1,,neutral
240,@RoyalCaribbean see you in August on #NavigatoroftheSeas,561742696121786371,jackiedisneyqu1,2015-02-01 04:27:50+00:00,1,2,,positive
241,@RoyalCaribbean do all southern Caribbean cruises depart from Puerto Rico?,561706612189315075,reedamellark,2015-02-01 02:04:27+00:00,0,0,,neutral
242,@RoyalCaribbean #QuantumoftheSeas #royalwow Sonic Odyssey DO NOT MISS THIS SHOW! #Amazing Great Entertainment,561691270020485120,Hawk546nj,2015-02-01 01:03:29+00:00,0,3,,positive
243,@RoyalCaribbean Sole purpose of cruise ships is to sell their products when out of port. Not the best items either.,561690071267811328,PatRCO,2015-02-01 00:58:43+00:00,0,0,,negative
