text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates,tweet_sentiment,tweet_sentiment_GAH,tweet_sentiment_OKL,DM_Score,GH_Score,OL_score,sum,airline_sentiment,Contested
@RoyalCaribbean I've just seen a troubling tweet that you are stopping dynamic dining on anthem?? I want dynamic that's y I booked anthem,5.63E+17,Chris__Colvin,2015-02-03 21:56:13+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Alaska's on my bucket list but wish you had 2 week cruises. Long way and expensive from the UK for 7 days solo.,5.63E+17,linerlovers,2015-02-03 21:41:51+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean 77 days until I'm on anthem of the seas! Can I have free wifi please :)) I will tweet nice things about the ship :)),5.63E+17,Chris__Colvin,2015-02-03 21:28:38+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
@RoyalCaribbean Pretty but I still want a warmER beach haha,5.63E+17,BoilermakerB,2015-02-03 21:01:29+00:00,0,1,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
@RoyalCaribbean is searching for a Media Account Executive. Go to #HireACane and search for the Job Id: 45095 today!,5.63E+17,Toppel,2015-02-03 20:41:01+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean starts building fourth Oasis-class #cruise ship. http://bit.ly/1zc6Nco,5.63E+17,cruiseapalooza,2015-02-03 20:04:56+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean @MiamiBoatShow book for for an Amazing #zen experience #namaste,5.63E+17,GuruHealing,2015-02-03 18:46:26+00:00,0,0,,neutral,positive,positive,0,1,1,2,positive,contested
@RoyalCaribbean Your guest left a balanced cruise review. We thought you might want to respond to their concerns http://bit.ly/1zbuIZp,5.63E+17,CruiselineTalk,2015-02-03 17:35:51+00:00,1,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean I'm not happy with classic dinning on anthem. It's not what we booked for. #nothappyaboutthis,5.63E+17,iaincooper1970,2015-02-03 17:14:17+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean not really happy about this classic dinning. It's not what we signed up for. #nothappyaboutthis,5.63E+17,iaincooper1970,2015-02-03 17:02:49+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Interesting comparison between Royal Caribbean dining vs Princess Cruise - http://www.aboutcruiseships.com/news/royal-caribbean-cruise-2491.html,5.63E+17,AndyCruiseShips,2015-02-03 15:15:30+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean transforma el concepto ""Dynamic Dining"" enel #crucero #AnthemoftheSeas http://blog.opinionesdecruceros.com/royal-caribbean-modifica-el-concepto-dynamic-dining/ #opinionesdecruceros #cruceros",5.63E+17,OpinionCruceros,2015-02-03 12:26:28+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean What can be done about this?,5.63E+17,Lasanaonline,2015-02-03 10:47:07+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@RoyalCaribbean Maybe it was a fluke but our overall experience on this cruise was a 4 out of 10. #EnchantmentoftheSeas #cruisetravel,5.63E+17,Lasanaonline,2015-02-03 10:46:21+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@RoyalCaribbean My boyfriend is an avid cruiser. In fact, he was on Enchantment of the Seas last year and had a much better experience then",5.63E+17,Lasanaonline,2015-02-03 10:44:57+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean One of the passengers even defecated in the pool in the solarium and it was shut down for an entire day. Gross. #cruise,5.63E+17,Lasanaonline,2015-02-03 10:43:22+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean I'm on a cruise to relax and enjoy. Not to constantly be told what I can't do or have.#cruisetravel #PoorCustomerService,5.63E+17,Lasanaonline,2015-02-03 10:37:57+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@RoyalCaribbean I was told, ""No"" so much on the cruise as well: No food available at this time, we're closed. Andy gave me No credit.",5.63E+17,Lasanaonline,2015-02-03 10:35:41+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean I was also disappointed that lobster wasn't an included option for formal dining night as it's been for @CruiseNorwegian.,5.63E+17,Lasanaonline,2015-02-03 10:31:42+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Why doesn't the entire ship look like the 6th floor level? #EnchantmentoftheSeas #cruisetravel #cruise #CruiseChat,5.63E+17,Lasanaonline,2015-02-03 10:29:24+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@RoyalCaribbean Enchantment of the Seas also seems to be an older ship. It could use some TLC and some renovations. #cruisetravel,5.63E+17,Lasanaonline,2015-02-03 10:27:39+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean We even missed one of our ports! My boyfriend was so looking forward to going to Coco Cay and the BBQ. Never happened!,5.63E+17,Lasanaonline,2015-02-03 10:24:13+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Who do I speak with regarding my disappointment of my recent Enchantment of the Seas experience?,5.63E+17,Lasanaonline,2015-02-03 10:11:36+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Have you got a #travel #deals page? can you tweet me the link http://www.timthetraveller.com/traveldeals,5.63E+17,giddaytim,2015-02-03 07:58:06+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean Grandeur of the Seas linked to #norovirus outbreak, again | barfblog http://barfblog.com/2015/02/royal-caribbean-grandeur-of-the-seas-linked-to-norovirus-outbreak-again/",5.62E+17,trackmycrop,2015-02-03 04:02:06+00:00,0,0,,negative,negative,neutral,-1,-1,0,-2,negative,contested
@RoyalCaribbean Thank You! #travelAgents #cruiseone #vacationhappiness,5.62E+17,VacationHappE,2015-02-03 01:46:07+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean so sad to hear about the illness on the Grandeur. Hope all staff and crew are doing okay!,5.62E+17,R5s_Franta,2015-02-03 00:00:07+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
“@RoyalCaribbean: Our end zone. ” #ForestLakeTravel,5.62E+17,ForestLkTravel,2015-02-02 23:19:04+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean booked my cruise finally yay!!! can't wait to celebrate anniversary and my birthday on the mighty oasis :),5.62E+17,ShettyNiranjan,2015-02-02 22:43:57+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean @AllyJ3nkins what if we don't want to keep the same dinning party? We booked cause of the new dynamic dinning.,5.62E+17,iaincooper1970,2015-02-02 22:18:27+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean by 'classic' you mean like the usual ships? Like independence of the seas? I thought the quantum class was a whole new way?,5.62E+17,AllyJ3nkins,2015-02-02 22:14:36+00:00,0,0,,negative,neutral,negative,-1,0,-1,-2,negative,contested
@RoyalCaribbean is looking for a Digital Media Specialist. Search the Job Id: 45096 on #HireACane to apply today!,5.62E+17,Toppel,2015-02-02 22:01:01+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean my cruise isn't until mid April, but I'm ready now!!!",5.62E+17,Nana92597,2015-02-02 21:57:37+00:00,0,0,,neutral,positive,positive,0,1,1,2,positive,contested
@RoyalCaribbean this is what I am sitting in. I would love that view right now.,5.62E+17,ricktastic76,2015-02-02 21:46:11+00:00,0,1,,neutral,positive,positive,0,1,1,2,positive,contested
@RoyalCaribbean How about St Martin? I'm here right now and it's over 80°. I #SXM!,5.62E+17,TheKarenT,2015-02-02 21:35:18+00:00,0,1,,positive,neutral,neutral,1,0,0,1,neutral,contested
@RoyalCaribbean just back from western Caribbean cruise on the independence &amp; its freezing here in uk :( will have 2 book another one soon:),5.62E+17,LindaMaryWoods,2015-02-02 21:17:37+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean omg! I want that! Actually no need it! :P,5.62E+17,Zafira_93,2015-02-02 21:05:27+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
"@RoyalCaribbean Jerome Sueur? I've been researching him, I hope he'll be as good as Dave was on the Oasis! He rocked! Thank you so much!",5.62E+17,mc99_kevin,2015-02-02 20:44:50+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean any cruises planned from Honolulu to Aust in May 16? Nothing on ur website!,5.62E+17,johnskinner_1,2015-02-02 20:13:11+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@RoyalCaribbean Thanks! We had a great cruise! Our cruise director Marc Walker was great! #bingbong,5.62E+17,JonathanESmith,2015-02-02 20:11:11+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean Thanks,5.62E+17,costa_leanne,2015-02-02 20:01:19+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean hi is food included in the price pls? Thanks,5.62E+17,costa_leanne,2015-02-02 19:56:27+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean Great show! :),5.62E+17,Mousesteps,2015-02-02 19:31:42+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean do Royal Caribbean take on interns?,5.62E+17,_KatyStanley,2015-02-02 18:30:30+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean is it true dynamic dining will be scrapped on #AnthemoftheSeas? I sincerely hope not!!!,5.62E+17,AllyJ3nkins,2015-02-02 17:54:50+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
"@RoyalCaribbean The Majesty of the Seas may be old, but she still looks good! Took these last week while onboard :-)",5.62E+17,paulcjones1977,2015-02-02 17:37:02+00:00,1,4,,positive,positive,positive,1,1,1,3,positive,
"@RoyalCaribbean @RoyalCaribPR Hello, Tax Returns! :o) Goodbye, Tax Returns! :o( The Sea Is Calling #FreedomOfTheSeas #LoyalToRoyal",5.62E+17,Allure10086,2015-02-02 17:11:07+00:00,0,2,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean CEO announced new dining format for #AnthemOfTheSeas http://www.royalcaribbeanblog.com/2015/01/31/royal-caribbean-will-adopt-new-rotational-dining-program-anthem-of-the-seas #cruise,5.62E+17,Allure_OTS,2015-02-02 16:27:10+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean had a terrible time onboard Grandeur of the Seas, felt like I was incarcerated on your ship, staff was unprofessional",5.62E+17,ChrisMcNeall,2015-02-02 16:26:13+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
“@RoyalCaribbean: Our end zone. ” // I miss my Adventure Ocean Youth Staff days. Is Charly McDonald still around?,5.62E+17,HotDogOKC,2015-02-02 14:57:44+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean do you have an alternative UK number as this doesn't work?,5.62E+17,ESTGym,2015-02-02 14:15:54+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
@RoyalCaribbean I sent you a DM as you requested two days ago but no one has contacted me. Can someone please assist me?,5.62E+17,Mitt72,2015-02-02 12:51:18+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Already booked ,5.62E+17,Hawk546nj,2015-02-02 12:00:33+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
@RoyalCaribbean Thank You #QuantumoftheSeas IT WAS A GREAT TIME!,5.62E+17,Hawk546nj,2015-02-02 10:41:45+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean I am surprised and shocked that you are not offering the free drinks and gratuities as advertised to existing bookings,5.62E+17,sanders1_james,2015-02-02 09:01:40+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@royalcaribbean #NavigatorOfTheSeas #cruise, #TabyanaBeach #Honduras #StarfishIsland #Belize and… http://instagram.com/p/ylir8rFKhP/",5.62E+17,RyanAAndre,2015-02-02 05:11:44+00:00,0,2,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean PLEASE HELP &amp; SHARE:ATL Ronnie Sands Fund for Electrocution on Selma http://www.gofundme.com/ronniesfund #setlighting #filmindustry #film,5.62E+17,ClassyKellyAtl,2015-02-02 02:09:10+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean thank you very much for All! Was awesome! The best honey moon with @Cxbxs,5.62E+17,siljaquep,2015-02-02 02:03:29+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas with Katie Missy and Lenny #ROYALWOW,5.62E+17,Hawk546nj,2015-02-02 01:22:59+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean we will be sailing with you this May...can't wait!,5.62E+17,tonettaclay,2015-02-02 01:08:46+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean having so much fun I'm booked on #AnthemoftheSeas for 2016! ,5.62E+17,Hawk546nj,2015-02-02 00:54:23+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean I have to go outand get the #SuperBowl pizza! Thank Goodness1 Floor down @Sorrentos TY Valrie,5.62E+17,Hawk546nj,2015-02-02 00:26:13+00:00,0,0,,positive,positive,neutral,1,1,0,2,positive,contested
@RoyalCaribbean Q: What is the worst time to tweet a contreversial tweet like this? A: The middle of the Super Bowl.,5.62E+17,wallyboag,2015-02-02 00:02:53+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
"@RoyalCaribbean You just tweeted this to ALL your followers, @RoyalCaribbean. FYI.",5.62E+17,SamBDKing,2015-02-02 00:02:08+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@RoyalCaribbean came quick with a response to that Carnival commercial. #clapbackseason,5.62E+17,CupcakesndHeels,2015-02-02 00:01:51+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean Allure of the Sea - enjoyed dining onboard.,5.62E+17,AzeezShabana,2015-02-01 23:54:36+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas in the Music Hall on The BIGGEST TV I've ever seen! #ROYALWOW WOW,5.62E+17,Hawk546nj,2015-02-01 23:40:16+00:00,1,2,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean the sun and fun on the ship. Also interested to see what kids programs you have for my 15 year old and 12 year old,5.62E+17,jlw3867,2015-02-01 23:32:13+00:00,0,0,,positive,positive,neutral,1,1,0,2,positive,contested
@RoyalCaribbean June 14th of Freedom!!,5.62E+17,dsteding,2015-02-01 23:21:56+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean Royal Caribbean cruises are the best vacation ever! #LoveOasis &lt;3,5.62E+17,bayrngrl,2015-02-01 22:52:56+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
"@RoyalCaribbean now THAT is an end zone I can ""get on board with"". Get it? Ha ha",5.62E+17,eremington1,2015-02-01 22:41:35+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean less than two weeks til I'm on the oasis of the seas! Can't wait!!,5.62E+17,bextp84,2015-02-01 22:36:33+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean do you know who the cruise director is going to be for the March 8th sailing of the Allure of the Seas? Thank you!,5.62E+17,mc99_kevin,2015-02-01 21:41:54+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
“@RoyalCaribbean: Our end zone. ” can't wait to cruise again it's Amazing,5.62E+17,Babijenn22,2015-02-01 21:33:58+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
@RoyalCaribbean Oasis of the Seas! Excellent trip Eastern Caribbean 12/13/2014..we are going again!..,5.62E+17,jeffery_harlan,2015-02-01 21:22:04+00:00,0,1,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean I miss the unlimited pork curry in the Windjammer Buffet! :(,5.62E+17,xCameronLee,2015-02-01 21:19:23+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
“@RoyalCaribbean: Our end zone. ” Sitting there on Thanksgiving day was PRICELESS!!!!,5.62E+17,dsteding,2015-02-01 21:16:09+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
"“@RoyalCaribbean: Our end zone. "" I want to be on there so badly ",5.62E+17,_sydneypatton_,2015-02-01 21:13:34+00:00,0,2,,neutral,positive,positive,0,1,1,2,positive,contested
@RoyalCaribbean #SuperBowlXLIX on #QuantumoftheSeas #270Lounge #royalwow SWEEEEEEEEET!,5.62E+17,Hawk546nj,2015-02-01 21:13:05+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean well-played ,5.62E+17,travelwithrandy,2015-02-01 21:12:48+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean do you know which show will be shown on Explorer Of The Seas this summer please? ,5.62E+17,iamlaurenpaigee,2015-02-01 21:11:57+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean october 8 !,5.62E+17,Geoffrey1988,2015-02-01 21:09:36+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean Dat aft, tho.",5.62E+17,justinbeveridge,2015-02-01 21:08:07+00:00,0,0,,neutral,positive,neutral,0,1,0,1,neutral,contested
MT @RoyalCaribbean: Our end zone.,5.62E+17,cupamanatea,2015-02-01 21:05:36+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean 3 weeks today!!,5.62E+17,8soup,2015-02-01 21:05:07+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean Oasis was my first cruise! First class all the way!,5.62E+17,jackiedisneyqu1,2015-02-01 21:04:05+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
"@RoyalCaribbean RCI, the best cruise ship line ever!",5.62E+17,gharleydude,2015-02-01 21:03:58+00:00,1,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean I love this ship.,5.62E+17,IsseiLacie,2015-02-01 21:02:58+00:00,0,1,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean This is the #DangerZone :) Beautifful view. ;),5.62E+17,Billy_Fitness,2015-02-01 21:01:48+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean going on 2 hrs on hold with 5+ reps because your 1 yr old website sucks. We'd love to spend more but can't. Plz help,5.62E+17,mpg2719,2015-02-01 20:12:15+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean Enjoy my latest video showing beautiful aerial views from a drone over Puerto Rico!,5.62E+17,hinklecolin,2015-02-01 19:02:55+00:00,0,0,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean 1st cruise ever. Navigator of the Seas is beautiful!,5.62E+17,MakHilton,2015-02-01 18:46:45+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean ...heard it all before! Please re-read the tweets I have sent so far (including a DM) and feel free to call me...!,5.62E+17,WideSSJ,2015-02-01 17:10:07+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
". @RoyalCaribbean because they know that w/o that sponsor, that driver and team wouldn't be racing, fulfilling a lifelong dream.",5.62E+17,perfface4radio,2015-02-01 16:56:30+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
". @RoyalCaribbean but, many support companies and feel positive about companies that sponsor teams / drivers..",5.62E+17,perfface4radio,2015-02-01 16:56:08+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
. @RoyalCaribbean many people block accounts that spam their Twitter feed....,5.62E+17,perfface4radio,2015-02-01 16:55:41+00:00,0,0,,neutral,neutral,negative,0,0,-1,-1,neutral,contested
". @RoyalCaribbean rather than spending cash on promoted tweets, have you considered sponsoring a race team / driver?",5.62E+17,perfface4radio,2015-02-01 16:55:12+00:00,0,0,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
"@RoyalCaribbean people stuck in North Star, engineers have no clue how to let people out. People been there for 1hr",5.62E+17,jgoga,2015-02-01 16:27:40+00:00,0,1,,negative,negative,negative,-1,-1,-1,-3,negative,
"@RoyalCaribbean escape route from inside the North Star, engineering at its best",5.62E+17,jgoga,2015-02-01 16:21:16+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean quantum of the seas North Star gets stuck,5.62E+17,jgoga,2015-02-01 16:20:05+00:00,0,0,,neutral,negative,negative,0,-1,-1,-2,negative,contested
@RoyalCaribbean @RoyalCaribPR just enrolled in C&amp;A society. Joining Quantum at end of March from Jersey CI home to @satellites_ Can't wait!!,5.62E+17,Mighty_Bouch,2015-02-01 16:06:23+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
"@RoyalCaribbean We need a free cruise for our Wedding Anniversary 02/14 We are in Garland, Texas",5.62E+17,Shrthomas,2015-02-01 14:10:41+00:00,0,0,,neutral,negative,neutral,0,-1,0,-1,neutral,contested
"@RoyalCaribbean is having a 2 day sale, sale ends today, contact @TammiBrant",5.62E+17,TammiBrant,2015-02-01 13:45:21+00:00,0,0,,neutral,neutral,positive,0,0,1,1,neutral,contested
Thank you so much @RoyalCaribbean for the incredible experience! Ready for the 7 day #FreedomOfTheSeas,5.62E+17,lisasamples,2015-02-01 13:42:48+00:00,2,2,,positive,positive,positive,1,1,1,3,positive,
Amazing job on #freedomoftheseas Thanks RCCL! “@RoyalCaribbean: @cruisebrett See you soon! We can't wait to show you around the ship.”,5.62E+17,cruisebrett,2015-02-01 13:41:47+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean We've done our research and the kids have RC in the running for our first cruise #guthriefamilyadventure #familytravel,5.62E+17,Sherriemae23,2015-02-01 12:31:07+00:00,0,1,,positive,neutral,positive,1,0,1,2,positive,contested
@RoyalCaribbean pls can someone from cust serv contact me. RCI messed up our booking and now won't sort. Gonna hv to cancel if can't sort ,5.62E+17,DeniseManoff,2015-02-01 11:35:01+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
@RoyalCaribbean stop by Gallery St. Thomas in Palm Passage for local art if u visit St. Thomas #art,5.62E+17,GalleryStThomas,2015-02-01 11:04:43+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean Thanks.,5.62E+17,jerrysan52,2015-02-01 10:30:00+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean when will we hear more about oasis 3?,5.62E+17,realadammcohen,2015-02-01 09:09:28+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
"@RoyalCaribbean Grand Cayman, Jamaica and Haiti :) we are very excited!",5.62E+17,xtinaa82,2015-02-01 08:30:56+00:00,0,0,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean Me too. Do sail out of Galveston much?,5.62E+17,jerrysan52,2015-02-01 05:31:30+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean @TrionaHenderson Can't make this one but I am following you now for future sales.,5.62E+17,jerrysan52,2015-02-01 05:16:10+00:00,0,1,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean see you in August on #NavigatoroftheSeas,5.62E+17,jackiedisneyqu1,2015-02-01 04:27:50+00:00,1,2,,neutral,positive,positive,0,1,1,2,positive,contested
@RoyalCaribbean do all southern Caribbean cruises depart from Puerto Rico?,5.62E+17,reedamellark,2015-02-01 02:04:27+00:00,0,0,,neutral,neutral,neutral,0,0,0,0,neutral,
@RoyalCaribbean #QuantumoftheSeas #royalwow Sonic Odyssey DO NOT MISS THIS SHOW! #Amazing Great Entertainment,5.62E+17,Hawk546nj,2015-02-01 01:03:29+00:00,0,3,,positive,positive,positive,1,1,1,3,positive,
@RoyalCaribbean Sole purpose of cruise ships is to sell their products when out of port. Not the best items either.,5.62E+17,PatRCO,2015-02-01 00:58:43+00:00,0,0,,negative,negative,negative,-1,-1,-1,-3,negative,
